frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number
0,0,"[4.610656261444092, 8.844277381896973, 254.0316619873047, 165.74636840820312]","[33.31565856933594, 107.43702697753906, 148.3092041015625, 151.32615661621094]",0.7650463581085205,K0C959B
